#Frame          CA.CA   CA.CA[Max]
     245      12.5496      27.1538
     246      12.6073      27.7095
     247      12.4589      25.9265
     248      12.4358      26.3238
     249      12.5873      26.2368
     250      12.2884      25.9162
     251      12.6119      26.1517
     252      12.5262      29.0449
     253      12.5653      26.5961
     254      12.4845      26.0313
     255      12.4723      25.8870
     256      12.5818      27.2884
     257      12.6002      26.1769
     258      12.4349      26.8544
     259      12.3936      25.5158
     260      12.3491      26.3131
     261      12.4389      26.7380
     262      12.5256      26.7380
     263      12.6402      27.7777
     264      12.5345      26.4249
     265      12.6043      25.3350
     266      12.5714      26.2184
     267      12.5737      26.4830
     268      12.5484      26.8377
     269      12.5223      26.0830
     270      12.4244      25.9435
     271      12.6488      27.2223
     272      12.4888      26.8707
     273      12.6105      26.8834
     274      12.4071      25.8602
     275      12.4783      25.6841
     276      12.5668      27.0237
     277      12.6273      26.1970
     278      12.4772      27.2144
     279      12.5943      26.7581
     280      12.6199      26.8097
     281      12.5854      26.2613
     282      12.6798      26.2339
     283      12.7136      27.6042
     284      12.6498      26.0716
     285      12.4890      27.1128
     286      12.6425      26.3849
     287      12.4322      26.0393
     288      12.6094      27.1898
     289      12.5256      29.1091
     290      12.5046      26.6492
     291      12.6171      26.8335
     292      12.5612      26.8271
     293      12.5601      26.0620
     294      12.5518      27.0526
     295      12.5016      26.3155
     296      12.3783      26.0210
     297      12.5851      27.1306
     298      12.6103      27.7157
     299      12.6165      27.7348
     300      12.4991      26.1529
     301      12.4681      26.0393
     302      12.6070      27.1942
     303      12.4915      26.5828
     304      12.5073      26.4263
     305      12.5097      26.4107
     306      12.5412      27.2614
     307      12.3985      26.9247
     308      12.4869      26.3370
     309      12.4975      27.2317
     310      12.4322      26.5524
     311      12.4165      26.2699
     312      12.5862      26.6208
     313      12.5449      26.2809
     314      12.5287      26.5564
     315      12.4156      26.0764
     316      12.3824      26.0915
     317      12.5198      27.8541
     318      12.4291      26.0803
     319      12.4532      25.7420
     320      12.4098      26.2085
     321      12.4428      26.1423
     322      12.4735      26.2187
     323      12.4411      26.9010
     324      12.4321      26.5453
     325      12.3007      25.8591
     326      12.4083      25.9554
     327      12.3608      25.5687
     328      12.4528      26.0792
     329      12.4239      26.2064
     330      12.5334      26.0858
     331      12.3818      26.0469
     332      12.5353      27.2441
     333      12.4089      27.4870
     334      12.4364      26.4960
     335      12.5115      26.8351
     336      12.5379      26.4028
     337      12.4429      26.9713
     338      12.5058      26.4422
     339      12.5075      25.7598
     340      12.3398      25.8662
     341      12.4833      26.6770
     342      12.6192      27.4099
     343      12.5805      26.3827
     344      12.4643      26.6019
     345      12.6095      27.1217
     346      12.5176      26.4717
     347      12.4647      25.4983
     348      12.4837      26.1225
     349      12.5960      27.1702
     350      12.4907      26.2694
     351      12.5019      26.3710
     352      12.5243      25.7798
     353      12.5049      26.2812
     354      12.6527      26.5925
     355      12.6467      26.6629
     356      12.6015      26.4252
     357      12.5467      26.2315
     358      12.4977      26.2476
     359      12.3129      24.9375
     360      12.4536      26.4806
     361      12.4594      25.9211
     362      12.5434      26.4533
     363      12.4853      26.5604
     364      12.4589      26.6218
     365      12.6087      25.9809
     366      12.5219      25.3125
     367      12.5762      27.1789
     368      12.4829      26.7649
     369      12.6411      26.8666
     370      12.5071      27.0274
     371      12.5941      26.1647
     372      12.5249      25.9340
     373      12.4059      26.9237
     374      12.4075      25.4044
     375      12.3778      25.5840
     376      12.5134      26.0531
     377      12.7457      28.7366
     378      12.5738      25.9550
     379      12.5127      27.4139
     380      12.3914      26.4133
     381      12.4297      25.7290
     382      12.4154      26.5763
     383      12.6013      26.2743
     384      12.5870      27.0447
     385      12.4555      25.2971
     386      12.5321      26.3177
     387      12.5750      26.6506
     388      12.5630      25.6277
     389      12.6803      26.8952
     390      12.5688      26.0064
     391      12.6724      26.3624
     392      12.5689      26.8318
     393      12.6601      26.7542
     394      12.4147      25.8873
     395      12.5047      26.7934
     396      12.5755      26.5112
     397      12.5760      26.3889
     398      12.5765      26.7495
     399      12.6434      26.3305
     400      12.7104      27.1347
     401      12.6326      26.5488
     402      12.6499      26.8958
     403      12.6048      26.4660
     404      12.5758      26.7184
     405      12.5975      26.7096
     406      12.8236      27.5755
     407      12.5527      27.1873
     408      12.5758      26.4824
     409      12.5543      26.7512
     410      12.5733      26.3482
     411      12.4661      26.0900
     412      12.6127      26.2185
     413      12.6789      26.6512
     414      12.4979      26.1791
     415      12.5964      26.1190
     416      12.5890      26.5683
     417      12.7174      27.1611
     418      12.6172      26.4876
     419      12.5467      26.1761
     420      12.6175      26.3352
     421      12.6460      27.0145
     422      12.5716      26.3344
     423      12.5946      26.1014
     424      12.6316      26.6710
     425      12.5924      26.3449
     426      12.7595      27.3974
     427      12.7124      27.2707
     428      12.6453      26.8363
     429      12.6086      26.2861
     430      12.5777      26.5049
     431      12.6855      26.7585
     432      12.6343      25.9258
     433      12.6880      27.4835
     434      12.8003      27.7667
     435      12.5345      26.4149
     436      12.4663      25.4008
     437      12.5790      27.0570
     438      12.4710      26.0518
     439      12.4997      26.5584
     440      12.5989      27.0298
     441      12.4340      25.2352
     442      12.7043      27.2520
     443      12.4349      25.8959
     444      12.6071      26.4893
     445      12.6296      26.5964
     446      12.4184      25.8658
     447      12.5766      26.9364
     448      12.6107      26.2735
     449      12.5788      25.9052
     450      12.6764      26.7208
     451      12.5706      26.7740
     452      12.5957      25.6199
     453      12.5916      27.8940
     454      12.5543      26.6370
     455      12.6553      25.9588
     456      12.6234      26.5221
     457      12.5317      25.6467
     458      12.5931      26.6248
     459      12.6341      27.4563
     460      12.6356      26.5531
     461      12.6431      26.5246
     462      12.5707      26.1889
     463      12.5329      26.0667
     464      12.5156      26.1519
     465      12.5455      26.3902
     466      12.4745      26.4284
     467      12.5714      25.4662
     468      12.8321      27.3832
     469      12.6214      26.9065
     470      12.7669      27.6773
     471      12.6173      26.7672
     472      12.5207      26.5669
     473      12.6465      26.9272
     474      12.5202      26.3892
     475      12.6221      27.5981
     476      12.5805      26.1254
     477      12.6364      25.8368
     478      12.5560      26.0237
     479      12.4039      26.1716
     480      12.6582      27.4261
     481      12.5060      25.2166
     482      12.6084      26.3678
     483      12.6363      27.7307
     484      12.4467      25.6533
     485      12.4707      25.7494
     486      12.6667      27.1799
     487      12.5444      25.3104
     488      12.8446      27.7202
     489      12.3586      24.9541
     490      12.5590      27.0409
     491      12.5801      26.8476
     492      12.4420      25.9325
     493      12.6385      26.8380
     494      12.6554      27.4548
     495      12.5767      27.1210
     496      12.5395      26.2864
     497      12.5606      26.4029
     498      12.6183      27.1163
     499      12.5646      26.9462
     500      12.6726      26.7085
