#Frame          CA.CA   CA.CA[Max]
     414      14.5976      34.6061
     415      14.4946      33.9799
     416      14.6805      34.5509
     417      14.5445      34.0258
     418      14.6870      33.8637
     419      14.5843      32.8957
     420      14.5571      33.5754
     421      14.5365      33.9780
     422      14.6985      34.5150
     423      14.5820      33.9952
     424      14.4041      33.1219
     425      14.6556      34.4771
     426      14.6320      34.3594
     427      14.5845      33.1193
     428      14.4859      33.0276
     429      14.5232      32.4546
     430      14.6291      33.8219
     431      14.4713      33.2510
     432      14.5372      33.0009
     433      14.5684      33.5698
     434      14.4933      33.6499
     435      14.5595      33.7425
     436      14.6228      33.4746
     437      14.4920      32.7898
     438      14.4850      33.9800
     439      14.5552      33.4989
     440      14.5726      34.4817
     441      14.5287      33.7846
     442      14.5230      32.0254
     443      14.4347      33.6101
     444      14.4042      33.2103
     445      14.7165      33.4211
     446      14.5023      33.4249
     447      14.5242      33.7891
     448      14.5270      33.9006
     449      14.4612      33.9502
     450      14.6486      34.1308
     451      14.4395      33.8100
     452      14.5427      34.2122
     453      14.4166      33.0241
     454      14.5429      34.3647
     455      14.3685      33.5306
     456      14.4380      33.0106
     457      14.4397      32.8478
     458      14.3103      32.5902
     459      14.4724      32.9545
     460      14.5831      33.4236
     461      14.4695      33.9860
     462      14.4749      33.4911
     463      14.5624      33.0104
     464      14.5138      32.2009
     465      14.5388      33.5277
     466      14.7218      33.5677
     467      14.5718      33.9260
     468      14.6072      33.6392
     469      14.5990      34.4049
     470      14.5214      34.6102
     471      14.6517      34.6229
     472      14.6058      33.5442
     473      14.4287      33.4204
     474      14.5886      33.5112
     475      14.6199      33.6916
     476      14.5653      34.5347
     477      14.4895      33.0876
     478      14.5721      33.6297
     479      14.5633      33.1709
     480      14.4557      33.4550
     481      14.4272      33.1533
     482      14.5020      33.7016
     483      14.4981      33.8273
     484      14.6497      33.6419
     485      14.4264      32.9966
     486      14.6843      33.7417
     487      14.5568      33.4138
     488      14.6790      34.3435
     489      14.5650      33.4452
     490      14.5891      33.5953
     491      14.4695      33.1153
     492      14.6441      33.7179
     493      14.5445      33.7526
     494      14.6634      34.4680
     495      14.7536      33.9303
     496      14.5094      33.8700
     497      14.5954      33.4201
     498      14.5107      32.9162
     499      14.4582      32.9728
     500      14.5634      33.9420
